Capitulo,Personajes,Sentimiento,Intensidad,Texto
Chapter 6 - Draco's Detour.txt,"Fred Weasley, George",Stern,1.0,"You don't pay here "" said Fred firmly  waving away Harry's gold"
Chapter 6 - Draco's Detour.txt,"George, Harry Potter",Gratitude,1.0,"You gave us our start-up loan  we haven't forgotten "" said George sternly ""Take whatever you like  and just remember to tell people where you got it  if they ask."
Chapter 6 - Draco's Detour.txt,"Fred Weasley, Hermione Granger, Ginny",Friendly,0.5,"Haven't you girls found our special WonderWitch products yet?"" asked Fred. ""Follow me  ladies. . . ."
Chapter 6 - Draco's Detour.txt,"Fred Weasley, Ginny",Happy,1.0,"There you go "" said Fred proudly."
Chapter 6 - Draco's Detour.txt,"Ginny, Fred Weasley",Skeptical,1.0,"Do they work?"" she asked."
Chapter 6 - Draco's Detour.txt,"George, Fred Weasley",Stern,1.0,"But we're not selling them to our sister "" he added  becoming suddenly stern "
Chapter 6 - Draco's Detour.txt,"Ginny, George",Calm,1.0,"Whatever you've heard from Ron is a big fat lie "" said Ginny calmly "
Chapter 6 - Draco's Detour.txt,"Ginny, Fred Weasley",Curious,1.0,What's this?
Chapter 6 - Draco's Detour.txt,"Ginny, Fred Weasley",Anger,1.0,It's none of your business. And I'll thank you not to tell tales about me to these two!
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Fred Weasley",Envy,0.5,I'm your brother!
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Fred Weasley, Molly Weasley, Ginny",Surprise,0.5,"Mum  can I have a Pygmy Puff?"""
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Fred Weasley",Anger,1.0,"You'd better put it back then  and mind you put it on the right shelves."""
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Molly Weasley",Fear,0.8,If I see you do that again I'll jinx your fingers together 
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley",Surprise,0.5,"Wonder where his mummy is?"""
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Hermione Granger",Curious,0.7,"Given her the slip by the looks of it """
Chapter 6 - Draco's Detour.txt,"Hermione Granger, Ron Weasley",Questioning,0.8,"Why  though?"""
Chapter 6 - Draco's Detour.txt,"Harry Potter, Mrs Weasley, Ginny, Arthur Weasley, Fred Weasley, George, Hagrid",Curiosity,0.9,Harry was thinking too hard. Narcissa Malfoy would not have let her precious son out of her sight willingly; Malfoy must have made a real effort to free himself from her clutches.
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley, Hermione Granger",Friendship,0.3,"Get under here  quick "" said Harry  pulling his Invisibility Cloak out of his bag"
Chapter 6 - Draco's Detour.txt,"Harry Potter, Hermione Granger",Friendship,0.6,"Oh �� I don't know  Harry "" said Hermione  looking uncertainly toward Mrs. Weasley"
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Hermione Granger",Friendship,0.5,"Come on\"" said Ron"
Chapter 6 - Draco's Detour.txt,"Hermione Granger, Harry Potter",Friendship,0.8,he hesitated for a second longer  then ducked under the cloak with Harry and Ron.
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley",Friendship,0.7,"He was going in that direction "" murmured Harry as quietly as possible  so that the humming Hagrid would not hear them. ��Cmon.��"
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley, Hermione Granger",Friendship,0.4,hey scurried along  peering left and right  through shop windows and doors  until Hermione pointed ahead.
Chapter 6 - Draco's Detour.txt,"Hermione Granger, Harry Potter, Ron Weasley",Friendship,0.6,"That's him  isn't it?"" she whispered. ""Turning left?"
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Hermione Granger",Friendship,0.8,"Big surprise "" whispered Ron"
Chapter 6 - Draco's Detour.txt,"Harry Potter, Hermione Granger",Pain,0.8,Ouch!
Chapter 6 - Draco's Detour.txt,"Harry Potter, Hermione Granger, Ron Weasley",Happy,0.9,Ron excitedly said 'We can!' when he realized they could hear what Malfoy and Borgin were saying.
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Hermione Granger",Friendship,0.8,Ron dropped a couple more of the boxes he was still clutching as he fumbled with the largest and Hermione said 'Fantastic!' when he unraveled the long  flesh-colored strings of the Extendable Ears.
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley, Hermione Granger",Happy,1.0,"Harry  Ron  and Hermione were happy to hear Malfoy's words."""
Chapter 6 - Draco's Detour.txt,Draco Malfoy,Fear,1.0,"Malfoy's words of warning caused Borgin to be filled with fear."""
Chapter 6 - Draco's Detour.txt,Draco Malfoy,Envy,0.8,"Malfoy mentioned Fenrir Greyback with a hint of envy."""
Chapter 6 - Draco's Detour.txt,Draco Malfoy,Betrayal,0.8,Malfoy's words towards Borgin were full of betrayal.
Chapter 6 - Draco's Detour.txt,"Draco Malfoy, Borgin",Gratitude,0.8,Not a word to anyone  Borgin  and that includes my mother  understand?
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Harry Potter",Curiosity,0.9,What was that about?
Chapter 6 - Draco's Detour.txt,"Draco Malfoy, Borgin",Satisfaction,0.9,"Naturally  naturally "" murmured Borgin  bowing again"
Chapter 6 - Draco's Detour.txt,"Harry Potter, Ron Weasley",Curiosity,0.9,Could you see what he pointed at when he said 'that one'?
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Harry Potter",Fear,1.0,"What are you �� ?"""
Chapter 6 - Draco's Detour.txt,"Hermione Granger, Mr. Borgin",Surprise,1.0,Oh �� er �� no  I haven't got quite that much 
Chapter 6 - Draco's Detour.txt,"Mr. Borgin, Harry Potter",Surprise,0.3,It was a pretty lame story in Harry's opinion  and apparently Borgin thought so too.
Chapter 6 - Draco's Detour.txt,"Hermione Granger, Mr. Borgin",Fear,0.8,The thing is  that �� er �� boy who was in here just now  Draco Malfoy  well  he's a friend of mine  and I want to get him a birthday present  but if he's already reserved anything  I obviously don't want to get him the same thing  so ... um ...
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Hermione Granger",Anger,0.8,she snapped.
Chapter 6 - Draco's Detour.txt,"Ron Weasley, Hermione Granger",Friendship,0.9,Ron and Hermione bickered all the way back to Weasleys' Wizard Wheezes.
Chapter 8 -  Victorious Snape.txt,"Nymphadora Tonks, Harry Potter",Surprise,0.9,Who did it?
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Nymphadora Tonks",Gratitude,0.8,Thanks for... well...
Chapter 8 -  Victorious Snape.txt,"Nymphadora Tonks, Harry Potter",Friendship,0.6,No problem.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Nymphadora Tonks",Friendship,0.8,Thanks a lot!
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Nymphadora Tonks",Friendship,0.5,But what are you doing here  anyway?
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Nymphadora Tonks",Surprise,1.0,Is it just you who's stationed up here  or �� ?
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Nymphadora Tonks",Friendship,0.5,Last year she had been inquisitive (to the point of being a little annoying at times)  she had laughed easily  she had made jokes.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Nymphadora Tonks",Anger,0.9,I suppose I'll just have to sleep out here and wait for morning.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Severus Snape",Loathing,1.0,"Well  well  well "" sneered Snape  taking out his wand and tapping the padlock once  so that the chains snaked backward and the gates creaked open."
Chapter 8 -  Victorious Snape.txt,"Nymphadora Tonks, Severus Snape",Disgust,0.7,There is no need to wait  Nymphadora  Potter is quite �� ah safe in my hands.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Severus Snape",Anger,1.0,"Fifty points from Gryffindor for lateness  I think "" said Snape. ""And  let me see  another twenty for your Muggle attire. You know  I don't believe any House has ever been in negative figures this early in the term: We haven't even started pudding. You might have set a record  Potter."
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Severus Snape",Anger,1.0,"I suppose you wanted to make an entrance  did you?"" Snape continued. ""And with no flying car available you decided that bursting into the Great Hall halfway through the feast ought to create a dramatic effect."
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Severus Snape",Anger,1.0,Still Harry remained silent  though he thought his chest might explode.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Ron Weasley, Hermione Granger",Happy,1.0,"Why  what's wrong with it?"""
Chapter 8 -  Victorious Snape.txt,"Hermione Granger, Harry Potter",Surprise,1.0,You're covered in blood!
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Hermione Granger",Gratitude,1.0,Thanks
Chapter 8 -  Victorious Snape.txt,"Hermione Granger, Harry Potter",Concern,1.0,"How's my nose looking?"""
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Hermione Granger",Friendship,0.9,Not now  Hermione
Chapter 8 -  Victorious Snape.txt,"Hermione Granger, Harry Potter",Concern,0.8,But...
Chapter 8 -  Victorious Snape.txt,"Ron Weasley, Harry Potter",Friendship,0.5,What he would give to fight Malfoy one-on-one...
Chapter 8 -  Victorious Snape.txt,"Hermione Granger, Ron Weasley",Friendship,0.7,People were interrogating us about it on the train  weren't they  Ron?
Chapter 8 -  Victorious Snape.txt,"Nearly Headless Nick, Harry Potter",Friendship,0.9,'Harry Potter knows that he can confide in me with complete confidence ' I told them. 'I would rather die than betray his trust.'
Chapter 8 -  Victorious Snape.txt,"Ron Weasley, Nearly Headless Nick",Amusement,0.4,That's not saying much  seeing as you're already dead.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Hermione Granger",Surprise,0.7,"What happened to his hand?"" gasped Hermione"
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Hermione Granger",Surprise,0.7,"His hand was like that when I saw him over the summer "" Harry whispered to Hermione"
Chapter 8 -  Victorious Snape.txt,"Ron Weasley, Hermione Granger",Surprise,0.7,"Potions?"" said Ron and Hermione together  turning to stare Harr"
Chapter 8 -  Victorious Snape.txt,"Ron Weasley, Hermione Granger",Surprise,0.5,"Ron and Hermione were surprised that Snape was given the Defense Against the Dark Arts job."""
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Severus Snape",Anger,1.0,"Harry was incensed that Snape was given the Defense Against the Dark Arts job."""
Chapter 8 -  Victorious Snape.txt,"Draco Malfoy, Albus Dumbledore",Disgust,0.8,Malfoy was disgusted by Dumbledore's words.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Ron Weasley",Happy,0.7,"Harry told him. It was a mark of the strength of their friendship that Ron did not laugh."""
Chapter 8 -  Victorious Snape.txt,"Ron Weasley, Harry Potter",Friendship,1.0,"Yeah  well  never mind that "" said Harry bitterly. ""Listen to what he was saying before he found out I was there . . . ."""
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Hagrid",Happy,0.8,"I wish yeh'd stop sayin' tha name  Harry "" said a reproachful voice behind them. Harry looked over his shoulder to see Hagtid shaking his head."""
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Hagrid",Stubborn,0.9,"Dumbledore uses that name "" said Harry stubbornly"
Chapter 8 -  Victorious Snape.txt,"Hagrid, Harry Potter",Gratitude,0.9,So how come yeh were late  Harry? I was worried.
Chapter 8 -  Victorious Snape.txt,"Hagrid, Harry Potter",Happy,0.8,"I was with Grawp "" said Hagrid happily"
Chapter 8 -  Victorious Snape.txt,"Ron Weasley, Hagrid",Disgust,0.6,Ron snorted loudly  but managed to pass it off as a violent sneeze.
Chapter 8 -  Victorious Snape.txt,"Hagrid, Ron Weasley",Friendship,0.9,Yeh'll be amazed. I'm thinkin' o' trainin' him up as me assistant.
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Ron Weasley",Relief,0.7,You're not taking Care of Magical Creatures  are you?
Chapter 8 -  Victorious Snape.txt,"Ron Weasley, Harry Potter",Relief,0.7,And you're not either  are you?
Chapter 8 -  Victorious Snape.txt,"Harry Potter, Ron Weasley",Fear,0.5,"And Hermione "" said Ron  ""she's not  is she?"
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hermione Granger",Romance,0.85,Everyone knows you've been telling the truth now  don't they? The whole Wizarding world has had to admit that you were right about Voldemort being back and that you really have fought him twice in the last two years and escaped both times. And now they're calling you 'the Chosen One' �� well  come on  can't you see why people are fascinated by you?
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Hermione Granger",Disgust,0.7,"Oh  come on  Harry "" said Hermione  suddenly impatient. ""It's not Quidditch that's popular  it's you! You've never been more interesting  and frankly  you've never been more fanciable."
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Hermione Granger",Disgust,0.9,"Are you mad?"" said Harry. ""I'm keeping it! Look  I've thought it out ��"""
Chapter 11 - Hermione's helping hand.txt,"Hermione Granger, Harry Potter",Anger,0.7,"I'll give Slughorn back the new one  he can't complain  it cost nine Galleons."""
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Hermione Granger",Friendship,0.8,"Anyone we know dead?"" asked Ron in a determinedly casual voice; he posed the same question every time Hermione opened her paper"
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Ron Weasley, Hermione Granger",Happy,0.7,Ron blinked at her  then returned the smile uncertainly. His walk instantly became something more like a strut.
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Parvati",Happy,1.0,Parvati suddenly nudged Lavender  who looked around and gave Ron a wide smile.
Chapter 11 - Hermione's helping hand.txt,"Hermione Granger, Ron Weasley",Sad,0.9,Hermione  however  looked cold and distant all the way down to the stadium through the cool  misty drizzle  and departed to find a place in the stands without wishing Ron good luck.
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Cormac McLaggen",Surprise,0.7,If there's anyone else here who's not from Gryffindor  leave now  please!
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Cormac McLaggen",Anger,0.8,That's my final decision and if you don't get out of the way of the Keepers I'll hex you!
Chapter 11 - Hermione's helping hand.txt,"Lavender Brown, Ron Weasley",Friendship,0.9,Good luck!
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Ron Weasley, Hermione Granger",Gratitude,0.5,You did brilliantly  Ron!
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Hermione Granger",Friendship,0.7,Come off it  you've ridden him  haven't you?
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Buckbeak",Friendship,0.9,How are you? Missing him? But you're okay here with Hagrid  aren't you?
Chapter 11 - Hermione's helping hand.txt,"Hagrid, Harry Potter, Hermione Granger, Ron Weasley",Anger,0.9,"Oi! said a loud voice. Git away from him! He'll have yer fingers �� oh. It's yeh lot."""
Chapter 11 - Hermione's helping hand.txt,"Hermione Granger, Ron Weasley",Fear,0.7,"Oh dear!"" said Hermione  looking stricken"
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hagrid",Betrayal,1.0,If you don't open the door  we'll blast it open!
Chapter 11 - Hermione's helping hand.txt,"Hermione Granger, Hagrid",Happy,0.8,"Ar  I always knew yeh'd find it hard ter squeeze me inter yer timetables "" he said gruffly  pouring them more tea. ""Even if yeh applied fer Time-Turners ��"
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hagrid, Ron Weasley",Surprise,0.8,At which all three of them stated categorically and untruthfully that Professor Grubbly-Plank  who had substituted for Hagrid a few times  was a dreadful teacher  with the result that by the time Hagrid waved them off the premises at dusk  he looked quite cheerful.
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Ron Weasley",Gratitude,1.0,"What?"" said Hermione defensively."
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hermione Granger",Friendship,0.7,"If you ask me "" said Harry quietly  ""McLaggen looks like he was Confunded this morning. And he was standing right in front of where you were sitting."
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hermione Granger",Disapproval,0.8,But wasn't that dishonest  Hermione? I mean  you're a prefect  aren't you?
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Harry Potter",Surprise,0.8,"What are you two doing?"" demanded Ron  reappearing in the doorway to the Great Hall and looking suspicious"
Chapter 11 - Hermione's helping hand.txt,"Horace Slughorn, Hermione Granger",Romance,0.9,I don't know whether you know her? Her family owns a large chain of apothecaries �� and  of course  I hope very much that Miss Granger will favor me by coming too.
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Ron Weasley, Hermione Granger",Surprise,0.9,"Oh dear!"" said Slughorn  his face falling comically."
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hermione Granger",Fear,0.7,"He's got no chance of persuading Snape "" said Harry"
Chapter 11 - Hermione's helping hand.txt,"Hermione Granger, Ron Weasley",Annoyance,0.6,"Oh  I wish you could come  I don't want to go on my own!"" said Hermione anxiously; Harry knew that she was thinking about McLaggen"
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Hermione Granger",Annoyance,0.8,"I doubt you'll be alone  Ginny'll probably be invited "" snapped Ron"
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hermione Granger",Curiosity,0.9,"Anything new?"" said Harry"
Chapter 11 - Hermione's helping hand.txt,"Hermione Granger, Ron Weasley",Gratitude,0.7,"Oh  look  your dad's in here  Ron �� he's all right!"" she added quickly  for Ron had looked around in alarm"
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Hermione Granger",Curiosity,0.9,"Yeah  mine!"" said Harry. ""I told him at Kings Cross about Malfoy and that thing he was trying to get Borgin to fix!"
Chapter 11 - Hermione's helping hand.txt,"Hermione Granger, Harry Potter",Surprise,0.8,"But how can he have done  Harry?"" said Hermione  putting down the newspaper with a surprised look"
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Harry Potter",Anger,0.6,"Oh  drop it  Harry """
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Ron Weasley",Anger,0.9,"Listen  it's not my fault Slughorn invited Hermione and me to his stupid party  neither of us wanted to go  you know!"""
Chapter 11 - Hermione's helping hand.txt,"Ron Weasley, Harry Potter",Sadness,0.8,"Well  as I'm not invited to any parties """
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Demelza",Hope,0.7,"From Professor Slughorn?"""
Chapter 11 - Hermione's helping hand.txt,"Harry Potter, Demelza",Disappointment,0.9,No .. . from Professor Snape 
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Friendship,1.0,"Dumbledore seemed completely relaxed."""
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.8,You have not  of course  passed your Apparition Test.
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Friendship,1.0,So tell me  Harry  your scar ... has it been hurting at all?
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Curiosity,0.5,"An interesting question "" said Dumbledore"
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,Did you find it useful?
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Friendship,0.5,For future reference  Harry  it is raspberry.
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Surprise,0.7,Er. . . right.
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Fear,1.0,Oh dear. Oh dear  dear  dear.
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Fear,1.0,"Wand out and follow me  Harry "" he said quietly"
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Fear,1.0,"Not pretty  is it?"" he said heavily. ""Yes  something horrible has happened here."
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Albus Dumbledore",Surprise,1.0,What gave it away?
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Horace Slughorn",Gratitude,0.7,Would you like my assistance clearing up?
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Albus Dumbledore",Gratitude,0.8,Please.
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Horace Slughorn",Happy,1.0,"All right then  one drink "" he said ungraciously"
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Horace Slughorn",Gratitude,0.5,It's quite easy once you know how  one simple Freezing Charm on these absurd burglar alarms they use instead of Sneako-scopes and make sure the neighbors don't spot you bringing in the piano.
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Horace Slughorn",Surprise,0.7,Are you really telling me that they haven't come recruiting yet?
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Albus Dumbledore",Fear,0.9,What would the Death Eaters want with a poor broken-down old buffer like me?
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Harry Potter",Friendly,0.7,"Don't think I don't know why he's brought you "" he said abruptly"
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Harry Potter",Friendly,0.9,You look very like your father.
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Horace Slughorn",Gratitude,0.7,"Your mother was Muggle-born  of course. Couldn't believe it when I found out. Thought she must have been pure-blood  she was so good."" "
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Horace Slughorn",Friendship,1.0,"One of my best friends is Muggle-born  and she's the best in our year."" "
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Harry Potter",Gratitude,0.9,"You mustn't think I'm prejudiced! No  no  no! Haven't I just said your mother was one of my all-time favorite students?"" "
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Harry Potter",Friendship,0.9,"Funny how that sometimes happens  isn't it?"" "
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Harry Potter",Gratitude,0.9,People are always astonished to hear I'm on first-name terms with the Harpies  and free tickets whenever I want them!
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Horace Slughorn",Envy,0.5,Still . . . the prudent wizard keeps his head down in such times. All very well for Dumbledore to talk  but taking up a post at Hog-warts just now would be tantamount to declaring my public allegiance to the Order of the Phoenix
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Horace Slughorn",Fear,1.0,And while I'm sure they're very admirable and brave and all the rest of it  I don't personally fancy the mortality rate ��-
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Horace Slughorn",Surprise,1.0,"You don't have to join the Order to teach at Hogwarts "" said Harry  who could not quite keep a note of derision out of his voice"
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Horace Slughorn",Gratitude,0.5,I reckon the staff are safer than most people while Dumbledore's headmaster; he's supposed to be the only one Voldemort ever feared  isn't he?
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Horace Slughorn",Friendship,1.0,Well  Harry  we have trespassed upon Horace's hospitality quite long enough; I think it is time for us to leave.
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Horace Slughorn",Friendship,0.8,"Well  I'm sorry you don't want the job  Horace "" said Dumbledore  raising his uninjured hand in a farewell salute."
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Albus Dumbledore",Gratitude,0.6,"Yes  I daresay you will "" grunted Slughorn."
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Horace Slughorn",Joy,1.0,"Wonderful "" said Dumbledore  beaming. ""Then  Horace  we shall see you on the first of September."""
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Albus Dumbledore",Betrayal,0.2,"All right  all right  I'll do it!"""
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Albus Dumbledore",Gratitude,0.8,"Yes  yes "" said Slughorn impatiently. ""I must be mad  but yes."""
Chapter 4 - Horace Slughorn.txt,"Horace Slughorn, Albus Dumbledore",Envy,0.4,I'll want a pay rise  Dumbledore!
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Friendship,0.8,"Well done  Harry "" said Dumbledore"
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.2,"I didn't do anything "" said Harry in surprise"
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Surprise,0.4,Oh yes you did. You showed Horace exactly how much he stands to gain by returning to Hogwarts. Did you like him?
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Friendship,0.7,"I tell you all this "" Dumbledore continued  ""not to turn you against Horace �� or  as we must now call him  Professor Slughorn �� but to put you on your guard."
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Fear,0.9,He will undoubtedly try to collect you  Harry. You would be the jewel of his collection; 'the Boy Who Lived' ... or  as they call you these days  'the Chosen One.'
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Friendship,0.7,"If you don't mind  Harry "" said Dumbledore  ""I'd like a few words with you before we part. In private. Perhaps in here?"
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,Harry said nothing  but Dumbledore did not seem to require an answer.
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Relief,1.0,"Good "" said Harry in relief ""because they were a..."
Chapter 4 - Horace Slughorn.txt,"Albus Dumbledore, Harry Potter",Amusement,0.8,"I think the word 'fiasco' would be a good one here "" said Dumbledore  nodding"
Chapter 4 - Horace Slughorn.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.9,I understand.
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Surprise,0.7,"What do you think?"" asked Dumbledore. He might have been asking Harry's opinion on whether it was a good site for a picnic"
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Friendship,0.8,"Not here  precisely "" said Dumbledore. ""There is a village of sorts about halfway along the cliffs behind us. I believe the orphans were taken there for a little sea air and a view of the waves."
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.6,But his final destination �� and ours �� lies a little farther on. Come.
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Surprise,0.8,"Lumos "" said Dumbledore  as he reached the boulder closest to the cliff face. A thousand flecks of golden light sparkled upon the dark surface of the water a few feet below where he crouched; the black wall of rock beside him was illuminated too"
Chapter 26 - The Cave.txt,"Albus Dumbledore, Harry Potter",Gratitude,0.8,"Harry  I'm so sorry  I forgot """
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,"Thank you """
Chapter 26 - The Cave.txt,"Albus Dumbledore, Harry Potter",Friendship,0.9,"Harry  I'm so sorry  I forgot """
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Friendship,0.8,I'll do it  I'm...
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Surprise,1.0,"Something very large and pale erupted out of the dark water some twenty feet away; before Harry could see what it was  it had vanished again with a crashing splash that made great  deep ripples on the mirrored surface."" "
Chapter 26 - The Cave.txt,"Albus Dumbledore, Harry Potter",Gratitude,0.7,That was a very good idea  Harry; much the simplest way of finding out what we are facing.
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Fear,0.8,You don't think the Horcrux is at the bottom?
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Surprise,0.9,How did you know that was there?
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Fear,1.0,I think I saw a hand in the water �� a human hand!
Chapter 26 - The Cave.txt,"Albus Dumbledore, Harry Potter",Calm,0.5,Yes  I am sure you did.
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Fear,0.8,"What if it kills you?"""
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.2,Was this why he had been invited along �� so that he could force-feed Dumbledore a potion that might cause him unendurable pain?
Chapter 26 - The Cave.txt,"Albus Dumbledore, Harry Potter",Authority,0.6,You swore  did you not  to follow any command I gave you?
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Fear,1.0,I warned you  did I not  that there might be danger?
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Fear,0.7,Your word  Harry.
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.8,Your good health  Harry.
Chapter 26 - The Cave.txt,"Harry Potter, Albus Dumbledore",Concern,1.0,How do you feel?
